,bathrooms,bedrooms,graph_data_link,home_detail_link,home_size,home_type,last_sold_date,last_sold_price,latitude,longitude,property_size,tax_value,tax_year,year_built,zestimate_amount,zestimate_last_updated,zestimate_percentile,zestimate_valuationRange_low,zestimate_valuation_range_high,zestimate_value_change,zillow_id
580,1.0,2,http://www.zillow.com/homedetails/7111-SW-Locust-St-Tigard-OR-97223/48534422_zpid/#charts-and-data,http://www.zillow.com/homedetails/7111-SW-Locust-St-Tigard-OR-97223/48534422_zpid/,832,SingleFamily,09/27/2001,144000,45.446812,-122.750568,9148,224330.0,2015,1946,311108,02/07/2017,0,295553,326663,891,48534422
581,1.5,2,,http://www.zillow.com/homedetails/5112-SW-Slavin-Rd-APT-106-Portland-OR-97239/2122513681_zpid/,800,Apartment,,,45.485915,-122.681492,,,,,,12/31/1969,0,,,,2122513681
582,3.0,,http://www.zillow.com/homedetails/5728-N-Yale-St-Portland-OR-97203/88962310_zpid/#charts-and-data,http://www.zillow.com/homedetails/5728-N-Yale-St-Portland-OR-97203/88962310_zpid/,2051,SingleFamily,02/05/2008,134128,45.5785,-122.731335,3630,348990.0,2015,2009,518505,02/07/2017,0,492580,544430,2232,88962310
583,3.0,2,http://www.zillow.com/homedetails/17051-SW-Glen-Park-Ct-Beaverton-OR-97003/69159730_zpid/#charts-and-data,http://www.zillow.com/homedetails/17051-SW-Glen-Park-Ct-Beaverton-OR-97003/69159730_zpid/,1497,Townhouse,06/22/2016,271000,45.507737,-122.852608,1307,198300.0,2015,2005,268661,02/07/2017,0,255228,282094,1437,69159730
584,3.0,,http://www.zillow.com/homedetails/4135-SE-Wild-Rose-Ct-Milwaukie-OR-97267/48309343_zpid/#charts-and-data,http://www.zillow.com/homedetails/4135-SE-Wild-Rose-Ct-Milwaukie-OR-97267/48309343_zpid/,1752,SingleFamily,03/21/2016,345000,45.418399,-122.620576,8833,247433.0,2015,1993,363177,02/07/2017,0,345018,381336,2090,48309343
585,1.5,3,http://www.zillow.com/homedetails/3434-NE-Stanton-St-Portland-OR-97212/53881647_zpid/#charts-and-data,http://www.zillow.com/homedetails/3434-NE-Stanton-St-Portland-OR-97212/53881647_zpid/,1470,SingleFamily,08/16/1999,192000,45.543499,-122.628968,5000,506230.0,2015,1938,629352,02/07/2017,0,591591,679700,3575,53881647
586,1.0,1,,http://www.zillow.com/homedetails/2921-SE-Alder-St-APT-4-Portland-OR-97214/2117606679_zpid/,653,MultiFamily2To4,,,45.51794,-122.635803,,,,1942,293952,02/07/2017,0,255738,338045,6152,2117606679
587,3.0,4,http://www.zillow.com/homedetails/14120-SW-140th-Ct-Beaverton-OR-97008/48549014_zpid/#charts-and-data,http://www.zillow.com/homedetails/14120-SW-140th-Ct-Beaverton-OR-97008/48549014_zpid/,3692,SingleFamily,09/09/1996,240000,45.466199,-122.822952,10454,399690.0,2015,1969,573816,02/07/2017,0,539387,608245,2234,48549014
588,3.0,5,http://www.zillow.com/homedetails/738-June-Dr-Molalla-OR-97038/70509548_zpid/#charts-and-data,http://www.zillow.com/homedetails/738-June-Dr-Molalla-OR-97038/70509548_zpid/,2761,SingleFamily,01/04/2010,244000,45.159244,-122.587921,5662,287734.0,2015,2005,380570,02/07/2017,0,361542,399598,4232,70509548
589,2.0,2,http://www.zillow.com/homedetails/8105-8107-NE-Fremont-St-Portland-OR-97213/53980973_zpid/#charts-and-data,http://www.zillow.com/homedetails/8105-8107-NE-Fremont-St-Portland-OR-97213/53980973_zpid/,855,MultiFamily2To4,,,45.548316,-122.579448,5500,326610.0,2015,1971,373010,02/07/2017,0,331979,414041,797,53980973
590,2.0,3,http://www.zillow.com/homedetails/6505-SW-Scholls-Ferry-Rd-Portland-OR-97223/48565467_zpid/#charts-and-data,http://www.zillow.com/homedetails/6505-SW-Scholls-Ferry-Rd-Portland-OR-97223/48565467_zpid/,1560,SingleFamily,04/01/1983,56950,45.47291,-122.770163,15682,264360.0,2015,1949,395331,02/07/2017,0,328125,430911,5420,48565467
591,2.0,2,http://www.zillow.com/homedetails/1025-NW-Couch-St-UNIT-814-Portland-OR-97209/63298545_zpid/#charts-and-data,http://www.zillow.com/homedetails/1025-NW-Couch-St-UNIT-814-Portland-OR-97209/63298545_zpid/,1720,Condominium,07/31/2012,795000,45.523993,-122.681774,,782390.0,2015,2004,1172986,02/07/2017,0,1114337,1231635,-3475,63298545
592,3.0,3,http://www.zillow.com/homedetails/8250-SW-191st-Ave-Aloha-OR-97007/48543772_zpid/#charts-and-data,http://www.zillow.com/homedetails/8250-SW-191st-Ave-Aloha-OR-97007/48543772_zpid/,2122,SingleFamily,12/14/1989,128000,45.460188,-122.873664,9590,305670.0,2011,1987,476095,02/07/2017,0,452290,499900,-1338,48543772
593,2.5,3,http://www.zillow.com/homedetails/7870-SW-Bond-St-Tigard-OR-97224/48536918_zpid/#charts-and-data,http://www.zillow.com/homedetails/7870-SW-Bond-St-Tigard-OR-97224/48536918_zpid/,1500,SingleFamily,08/11/2005,239125,45.405186,-122.757552,4792,283680.0,2015,1984,347611,02/07/2017,0,319802,364992,-201,48536918
594,2.5,3,http://www.zillow.com/homedetails/5904-SE-18th-St-Gresham-OR-97080/83076649_zpid/#charts-and-data,http://www.zillow.com/homedetails/5904-SE-18th-St-Gresham-OR-97080/83076649_zpid/,1457,Apartment,06/26/2012,1350000,45.483528,-122.37341,2050,162820.0,2015,2008,,12/31/1969,0,,,,83076649
595,2.5,4,http://www.zillow.com/homedetails/15210-SW-Kenton-Dr-Tigard-OR-97224/48552499_zpid/#charts-and-data,http://www.zillow.com/homedetails/15210-SW-Kenton-Dr-Tigard-OR-97224/48552499_zpid/,1802,SingleFamily,09/02/2009,247800,45.409607,-122.760525,5663,312740.0,2015,1989,401257,02/07/2017,0,381194,421320,-174,48552499
596,3.0,4,http://www.zillow.com/homedetails/10280-SW-Shearwater-Loop-Beaverton-OR-97007/48556149_zpid/#charts-and-data,http://www.zillow.com/homedetails/10280-SW-Shearwater-Loop-Beaverton-OR-97007/48556149_zpid/,2288,SingleFamily,04/21/2009,44350,45.445659,-122.839932,9148,409810.0,2015,1993,505631,02/07/2017,0,480349,530913,3118,48556149
597,2.0,3,http://www.zillow.com/homedetails/4321-Collins-Way-Lake-Oswego-OR-97035/48228385_zpid/#charts-and-data,http://www.zillow.com/homedetails/4321-Collins-Way-Lake-Oswego-OR-97035/48228385_zpid/,2184,SingleFamily,,,45.414231,-122.720643,7800,388842.0,2015,1975,533109,02/07/2017,0,506454,559764,6885,48228385
598,2.0,4,http://www.zillow.com/homedetails/9725-SW-Ventura-Ct-Tigard-OR-97223/48586335_zpid/#charts-and-data,http://www.zillow.com/homedetails/9725-SW-Ventura-Ct-Tigard-OR-97223/48586335_zpid/,2888,SingleFamily,06/26/2008,369000,45.450244,-122.747819,9148,393960.0,2015,1977,509367,02/07/2017,0,483899,539929,-1632,48586335
599,3.0,5,http://www.zillow.com/homedetails/15971-NW-Trakehner-Way-Portland-OR-97229/48575471_zpid/#charts-and-data,http://www.zillow.com/homedetails/15971-NW-Trakehner-Way-Portland-OR-97229/48575471_zpid/,2432,SingleFamily,01/20/2005,345000,45.558004,-122.841308,6970,461970.0,2015,1997,564527,02/07/2017,0,536301,592753,-3125,48575471
600,1.0,2,http://www.zillow.com/homedetails/8602-NE-Glisan-St-Portland-OR-97220/53967566_zpid/#charts-and-data,http://www.zillow.com/homedetails/8602-NE-Glisan-St-Portland-OR-97220/53967566_zpid/,1068,SingleFamily,03/01/1990,38000,45.526152,-122.574746,4920,210070.0,2015,1911,300590,02/07/2017,0,276543,318625,-1642,53967566
601,2.1,4,http://www.zillow.com/homedetails/17384-SW-Timber-Crossing-Ln-Sherwood-OR-97140/96380444_zpid/#charts-and-data,http://www.zillow.com/homedetails/17384-SW-Timber-Crossing-Ln-Sherwood-OR-97140/96380444_zpid/,2588,SingleFamily,09/03/2010,345000,45.357032,-122.855537,5227,395820.0,2015,2009,482072,02/07/2017,0,457968,506176,1572,96380444
602,2.0,3,http://www.zillow.com/homedetails/13221-SE-Sherman-St-Portland-OR-97233/53834798_zpid/#charts-and-data,http://www.zillow.com/homedetails/13221-SE-Sherman-St-Portland-OR-97233/53834798_zpid/,1484,SingleFamily,,,45.506589,-122.526769,7600,211210.0,2015,1973,280288,02/07/2017,0,263471,294302,770,53834798
603,4.0,4,http://www.zillow.com/homedetails/1755-NW-Pentland-St-Portland-OR-97229/53942882_zpid/#charts-and-data,http://www.zillow.com/homedetails/1755-NW-Pentland-St-Portland-OR-97229/53942882_zpid/,4355,SingleFamily,04/29/2015,84000,45.535612,-122.760875,10600,873570.0,2015,2002,1176965,02/07/2017,0,976881,1329970,9748,53942882
604,3.0,2,http://www.zillow.com/homedetails/5117-SE-Malden-Dr-Portland-OR-97206/53860512_zpid/#charts-and-data,http://www.zillow.com/homedetails/5117-SE-Malden-Dr-Portland-OR-97206/53860512_zpid/,1485,SingleFamily,06/27/2006,250000,45.466146,-122.610406,4800,246980.0,2015,2004,338604,02/07/2017,0,321674,355534,1502,53860512
605,3.0,2,http://www.zillow.com/homedetails/854-NE-72nd-Ave-Hillsboro-OR-97124/60055878_zpid/#charts-and-data,http://www.zillow.com/homedetails/854-NE-72nd-Ave-Hillsboro-OR-97124/60055878_zpid/,1500,Townhouse,09/21/2004,202900,45.530918,-122.904502,1742,238860.0,2015,2006,323307,02/07/2017,0,300676,339472,4280,60055878
606,3.5,4,http://www.zillow.com/homedetails/14855-SE-Spanish-Bay-Dr-Happy-Valley-OR-97086/70508043_zpid/#charts-and-data,http://www.zillow.com/homedetails/14855-SE-Spanish-Bay-Dr-Happy-Valley-OR-97086/70508043_zpid/,4624,SingleFamily,03/01/2007,545000,45.454474,-122.510683,7462,448800.0,2015,2005,668513,02/07/2017,0,601662,721994,2004,70508043
607,2.0,3,http://www.zillow.com/homedetails/4615-SE-85th-Ave-Portland-OR-97266/53871176_zpid/#charts-and-data,http://www.zillow.com/homedetails/4615-SE-85th-Ave-Portland-OR-97266/53871176_zpid/,1340,SingleFamily,09/07/2012,170000,45.488957,-122.576101,6098,216660.0,2015,1953,288625,02/07/2017,0,271307,311715,-894,53871176
608,2.0,4,http://www.zillow.com/homedetails/4010-SE-14th-St-Gresham-OR-97080/53827517_zpid/#charts-and-data,http://www.zillow.com/homedetails/4010-SE-14th-St-Gresham-OR-97080/53827517_zpid/,1361,SingleFamily,08/02/2016,360000,45.48607,-122.390911,10369,223810.0,2015,1982,301632,02/07/2017,0,283534,364975,4593,53827517
609,3.0,4,http://www.zillow.com/homedetails/18565-NW-Nelscott-St-Portland-OR-97229/48618428_zpid/#charts-and-data,http://www.zillow.com/homedetails/18565-NW-Nelscott-St-Portland-OR-97229/48618428_zpid/,2934,SingleFamily,12/21/1990,107000,45.547285,-122.86797,12632,355040.0,2015,1972,498422,02/07/2017,0,468517,533312,6831,48618428
610,1.0,2,http://www.zillow.com/homedetails/6321-NE-66th-Ave-Portland-OR-97218/53993442_zpid/#charts-and-data,http://www.zillow.com/homedetails/6321-NE-66th-Ave-Portland-OR-97218/53993442_zpid/,906,SingleFamily,01/20/2017,137000,45.568962,-122.595592,13503,115910.0,2015,1949,158364,02/07/2017,0,144111,169449,607,53993442
611,2.5,3,http://www.zillow.com/homedetails/1250-NE-Platt-St-Hillsboro-OR-97124/52696887_zpid/#charts-and-data,http://www.zillow.com/homedetails/1250-NE-Platt-St-Hillsboro-OR-97124/52696887_zpid/,1623,SingleFamily,09/23/2014,270000,45.545641,-122.970256,2613,269400.0,2015,2000,346226,02/07/2017,0,321990,363537,861,52696887
612,1.0,3,http://www.zillow.com/homedetails/3733-N-Haight-Ave-Portland-OR-97227/53837950_zpid/#charts-and-data,http://www.zillow.com/homedetails/3733-N-Haight-Ave-Portland-OR-97227/53837950_zpid/,1578,SingleFamily,12/05/1994,14000,45.550098,-122.670452,5000,369170.0,2015,1907,530171,02/07/2017,0,493059,556680,971,53837950
613,,,,http://www.zillow.com/homedetails/1920-NW-26th-Ave-APT-234-Portland-OR-97210/2126720888_zpid/,450,Unknown,,,45.536321,-122.704784,,,,,,12/31/1969,0,,,,2126720888
614,3.0,5,http://www.zillow.com/homedetails/2602-NE-44th-Ave-Portland-OR-97213/53822085_zpid/#charts-and-data,http://www.zillow.com/homedetails/2602-NE-44th-Ave-Portland-OR-97213/53822085_zpid/,2880,SingleFamily,09/14/2007,575000,45.541413,-122.617607,4791,608640.0,2015,1921,886078,02/07/2017,0,806331,948103,6302,53822085
615,2.5,3,http://www.zillow.com/homedetails/4525-SW-Natchez-Ct-Tualatin-OR-97062/48302726_zpid/#charts-and-data,http://www.zillow.com/homedetails/4525-SW-Natchez-Ct-Tualatin-OR-97062/48302726_zpid/,2534,SingleFamily,04/29/2003,160000,45.381156,-122.723874,9320,424323.0,2015,1990,514574,02/07/2017,0,488845,540303,120,48302726
616,2.0,3,http://www.zillow.com/homedetails/11445-SW-Fairhaven-St-Tigard-OR-97223/48604526_zpid/#charts-and-data,http://www.zillow.com/homedetails/11445-SW-Fairhaven-St-Tigard-OR-97223/48604526_zpid/,2006,SingleFamily,07/31/2014,307000,45.422084,-122.794622,14810,349380.0,2015,1968,447871,02/07/2017,0,425477,470265,221,48604526
617,,0,http://www.zillow.com/homedetails/5603-NE-62nd-Ave-Portland-OR-97218/53878770_zpid/#charts-and-data,http://www.zillow.com/homedetails/5603-NE-62nd-Ave-Portland-OR-97218/53878770_zpid/,860,VacantResidentialLand,08/28/2014,30000,45.563423,-122.599667,15246,172500.0,2015,1936,,12/31/1969,0,,,,53878770
618,2.5,3,http://www.zillow.com/homedetails/3404-SW-Caraway-Ct-Portland-OR-97219/53868705_zpid/#charts-and-data,http://www.zillow.com/homedetails/3404-SW-Caraway-Ct-Portland-OR-97219/53868705_zpid/,2012,SingleFamily,05/28/2015,375000,45.448001,-122.71146,10890,371810.0,2015,1984,487195,02/07/2017,0,457963,511555,-287,53868705
619,3.0,3,http://www.zillow.com/homedetails/3605-SW-93rd-Ave-Portland-OR-97225/48625634_zpid/#charts-and-data,http://www.zillow.com/homedetails/3605-SW-93rd-Ave-Portland-OR-97225/48625634_zpid/,2000,SingleFamily,02/01/1999,145000,45.493797,-122.772614,9148,394510.0,2015,1941,476861,02/07/2017,0,453018,500704,-341,48625634
620,3.0,3,http://www.zillow.com/homedetails/1217-SE-114th-Pl-Portland-OR-97216/53939873_zpid/#charts-and-data,http://www.zillow.com/homedetails/1217-SE-114th-Pl-Portland-OR-97216/53939873_zpid/,1520,SingleFamily,,,45.514549,-122.5461,9000,324810.0,2015,1957,368271,02/07/2017,0,331444,405098,3241,53939873
621,1.0,2,http://www.zillow.com/homedetails/5906-NE-14th-Ave-Portland-OR-97211/83077787_zpid/#charts-and-data,http://www.zillow.com/homedetails/5906-NE-14th-Ave-Portland-OR-97211/83077787_zpid/,2020,SingleFamily,06/24/2015,385000,45.565448,-122.650751,5000,299490.0,2015,1941,458904,02/07/2017,0,403836,486438,5183,83077787
622,2.0,3,http://www.zillow.com/homedetails/11749-SW-Swendon-Loop-Tigard-OR-97223/48539823_zpid/#charts-and-data,http://www.zillow.com/homedetails/11749-SW-Swendon-Loop-Tigard-OR-97223/48539823_zpid/,1280,SingleFamily,08/12/2003,185000,45.434471,-122.816951,5060,265520.0,2015,1986,342776,02/07/2017,0,322209,359915,-763,48539823
623,,0,,http://www.zillow.com/homedetails/17205-NE-Glisan-St-Portland-OR-97230/2103110141_zpid/,2544,MultiFamily2To4,,,45.526445,-122.48588,,,,1965,400412,02/07/2017,0,368379,436449,16268,2103110141
624,2.0,3,http://www.zillow.com/homedetails/2171-NE-Liberty-Ave-Gresham-OR-97030/53956017_zpid/#charts-and-data,http://www.zillow.com/homedetails/2171-NE-Liberty-Ave-Gresham-OR-97030/53956017_zpid/,1048,SingleFamily,,,45.51239,-122.419235,7000,171620.0,2015,1973,248792,02/07/2017,0,228889,263720,1614,53956017
625,2.0,3,http://www.zillow.com/homedetails/2188-NE-Multnomah-St-Portland-OR-97232/53881191_zpid/#charts-and-data,http://www.zillow.com/homedetails/2188-NE-Multnomah-St-Portland-OR-97232/53881191_zpid/,2046,SingleFamily,06/01/1987,44500,45.53117,-122.643016,7500,482300.0,2015,1907,705588,02/07/2017,0,670309,762035,1264,53881191
626,3.0,5,http://www.zillow.com/homedetails/13815-SW-Sandridge-Dr-Tigard-OR-97223/60056538_zpid/#charts-and-data,http://www.zillow.com/homedetails/13815-SW-Sandridge-Dr-Tigard-OR-97223/60056538_zpid/,3208,SingleFamily,09/24/2014,445000,45.420032,-122.82688,9147,449290.0,2015,2003,572413,02/07/2017,0,543792,601034,1352,60056538
627,3.0,3,http://www.zillow.com/homedetails/2658-NE-1st-Dr-Hillsboro-OR-97124/48583337_zpid/#charts-and-data,http://www.zillow.com/homedetails/2658-NE-1st-Dr-Hillsboro-OR-97124/48583337_zpid/,1302,SingleFamily,08/18/1998,124500,45.544766,-122.993839,3049,192930.0,2015,1997,258784,02/07/2017,0,245845,271723,4557,48583337
628,1.0,1,http://www.zillow.com/homedetails/3925-SW-Multnomah-Blvd-APT-105-Portland-OR-97219/82335414_zpid/#charts-and-data,http://www.zillow.com/homedetails/3925-SW-Multnomah-Blvd-APT-105-Portland-OR-97219/82335414_zpid/,677,Condominium,09/28/2016,200000,45.46749,-122.717277,,156950.0,2015,1972,200817,02/07/2017,0,190776,210858,816,82335414
629,2.0,3,http://www.zillow.com/homedetails/711-SW-Burlingame-Ter-Portland-OR-97239/53831931_zpid/#charts-and-data,http://www.zillow.com/homedetails/711-SW-Burlingame-Ter-Portland-OR-97239/53831931_zpid/,1594,SingleFamily,11/12/1993,142800,45.476549,-122.685854,9300,475880.0,2015,1962,578537,02/07/2017,0,543825,613249,6064,53831931
630,2.5,,http://www.zillow.com/homedetails/14559-SE-Rhine-St-4-Portland-OR-97236/71245136_zpid/#charts-and-data,http://www.zillow.com/homedetails/14559-SE-Rhine-St-4-Portland-OR-97236/71245136_zpid/,1560,Condominium,05/29/2007,229900,45.49758,-122.513004,,156680.0,2015,2007,230101,02/07/2017,0,211693,243907,787,71245136
631,1.0,2,http://www.zillow.com/homedetails/5105-SE-Park-St-Milwaukie-OR-97222/48215918_zpid/#charts-and-data,http://www.zillow.com/homedetails/5105-SE-Park-St-Milwaukie-OR-97222/48215918_zpid/,1648,SingleFamily,,,45.441664,-122.610097,19999,240610.0,2015,1935,332606,02/07/2017,0,305998,352562,2795,48215918
632,2.0,3,http://www.zillow.com/homedetails/8414-SE-65th-Ave-Portland-OR-97206/53850932_zpid/#charts-and-data,http://www.zillow.com/homedetails/8414-SE-65th-Ave-Portland-OR-97206/53850932_zpid/,1106,SingleFamily,05/04/2012,120000,45.462976,-122.596272,4770,190380.0,2015,1979,274570,02/07/2017,0,258096,288298,453,53850932
633,1.0,3,http://www.zillow.com/homedetails/16225-SE-Haig-St-Portland-OR-97236/53855238_zpid/#charts-and-data,http://www.zillow.com/homedetails/16225-SE-Haig-St-Portland-OR-97236/53855238_zpid/,1089,SingleFamily,04/20/1994,92000,45.498464,-122.496036,12500,192800.0,2015,1965,257516,02/07/2017,0,242065,272967,119,53855238
634,1.5,3,http://www.zillow.com/homedetails/18020-SE-Addie-St-Milwaukie-OR-97267/48251140_zpid/#charts-and-data,http://www.zillow.com/homedetails/18020-SE-Addie-St-Milwaukie-OR-97267/48251140_zpid/,2184,SingleFamily,07/06/1998,157000,45.392777,-122.611363,18386,264304.0,2015,1965,354710,02/07/2017,0,336975,372445,1565,48251140
635,2.0,2,http://www.zillow.com/homedetails/5686-Washington-Ct-Lake-Oswego-OR-97035/48236738_zpid/#charts-and-data,http://www.zillow.com/homedetails/5686-Washington-Ct-Lake-Oswego-OR-97035/48236738_zpid/,1342,SingleFamily,06/05/2013,310000,45.404085,-122.735067,10890,291624.0,2015,1972,435688,02/07/2017,0,413904,466186,2680,48236738
636,2.0,3,http://www.zillow.com/homedetails/20695-SW-Naples-St-Beaverton-OR-97078/48598907_zpid/#charts-and-data,http://www.zillow.com/homedetails/20695-SW-Naples-St-Beaverton-OR-97078/48598907_zpid/,1503,SingleFamily,02/27/2002,165000,45.487917,-122.890002,7841,249600.0,2015,1974,321473,02/07/2017,0,298970,337547,952,48598907
637,2.5,3,http://www.zillow.com/homedetails/11329-SE-Westgate-Way-Happy-Valley-OR-97086/48219125_zpid/#charts-and-data,http://www.zillow.com/homedetails/11329-SE-Westgate-Way-Happy-Valley-OR-97086/48219125_zpid/,2085,SingleFamily,05/04/2005,281000,45.435996,-122.546619,10000,294020.0,2015,1978,397007,02/07/2017,0,377157,416857,2779,48219125
638,4.0,6,http://www.zillow.com/homedetails/2316-2318-NE-20TH-Ave-Portland-OR-97212/53885969_zpid/#charts-and-data,http://www.zillow.com/homedetails/2316-2318-NE-20TH-Ave-Portland-OR-97212/53885969_zpid/,2392,SingleFamily,04/16/2009,630000,45.539292,-122.644992,7500,831090.0,2015,1947,1102639,02/07/2017,0,1025454,1157771,14182,53885969
639,2.0,3,http://www.zillow.com/homedetails/5127-SE-67th-Ave-Portland-OR-97206/53969377_zpid/#charts-and-data,http://www.zillow.com/homedetails/5127-SE-67th-Ave-Portland-OR-97206/53969377_zpid/,1128,SingleFamily,09/04/2015,325000,45.485675,-122.594727,9147,273040.0,2015,1974,371418,02/07/2017,0,349133,389989,8866,53969377
640,2.0,3,http://www.zillow.com/homedetails/463-NE-4th-Ave-Canby-OR-97013/48270654_zpid/#charts-and-data,http://www.zillow.com/homedetails/463-NE-4th-Ave-Canby-OR-97013/48270654_zpid/,924,SingleFamily,11/22/1993,75500,45.26657,-122.689336,4791,138165.0,2015,1900,220981,02/07/2017,0,183414,238659,3499,48270654
641,2.0,3,http://www.zillow.com/homedetails/3533-N-Baldwin-St-Portland-OR-97217/53932042_zpid/#charts-and-data,http://www.zillow.com/homedetails/3533-N-Baldwin-St-Portland-OR-97217/53932042_zpid/,2174,SingleFamily,07/21/2004,254000,45.578837,-122.703502,5000,398730.0,2015,1906,517179,02/07/2017,0,465461,548210,-3220,53932042
642,1.5,3,http://www.zillow.com/homedetails/13275-SW-Hazel-St-Beaverton-OR-97005/48538876_zpid/#charts-and-data,http://www.zillow.com/homedetails/13275-SW-Hazel-St-Beaverton-OR-97005/48538876_zpid/,1050,SingleFamily,05/31/2001,131000,45.482004,-122.813236,9000,198200.0,2015,1947,291329,02/07/2017,0,256370,311722,1732,48538876
643,2.0,3,http://www.zillow.com/homedetails/28670-SW-Sandalwood-Dr-Wilsonville-OR-97070/48304557_zpid/#charts-and-data,http://www.zillow.com/homedetails/28670-SW-Sandalwood-Dr-Wilsonville-OR-97070/48304557_zpid/,1803,SingleFamily,09/25/2014,385900,45.312564,-122.749984,6653,302000.0,2015,1992,414533,02/07/2017,0,393806,435260,90,48304557
644,1.5,,http://www.zillow.com/homedetails/8355-SE-Lambert-St-Portland-OR-97266/71245432_zpid/#charts-and-data,http://www.zillow.com/homedetails/8355-SE-Lambert-St-Portland-OR-97266/71245432_zpid/,1086,Condominium,12/29/2006,148000,45.467048,-122.576883,,119920.0,2015,2007,169747,02/07/2017,0,151075,191814,1760,71245432
